policy_number,inception_date,policy_holder_id,premium_amount,region,expiration_date
C0002179,2024-09-23,99080,22059.8657705112,North,2025-09-23
C0002180,2018-12-24,15451,15202.118934942728,West,2019-12-24
C0002181,2017-01-07,97178,26478.239944975143,South,2018-01-07
C0002182,2024-03-10,51316,13106.3786173125,South,2025-03-10
C0002183,2016-05-30,73064,28756.51364871932,South,2017-05-30
C0002184,2020-06-23,73761,21944.305478799462,West,2021-06-23
C0002185,2023-09-06,48870,18970.334751066635,South,2024-09-06
C0002186,2021-09-10,40873,25059.29875157404,South,2022-09-10
C0002187,2024-09-30,68627,23234.60388681444,North,2025-09-30
C0002188,2015-02-08,76155,29706.302441532098,North,2016-02-08
C0002189,2024-02-25,35372,29623.36009629798,East,2025-02-25
C0002190,2017-06-05,13642,22152.090123359925,East,2018-06-05
C0002191,2022-10-15,38001,15343.831162677252,East,2023-10-15
C0002192,2021-01-13,44064,16941.936889043554,East,2022-01-13
C0002193,2018-01-03,24122,19506.556801343813,North,2019-01-03
C0002194,2023-01-10,34820,27570.909943585848,North,2024-01-10
C0002195,2019-12-29,78431,17380.150559757658,North,2020-12-29
C0002196,2023-10-07,65745,17820.733180601008,South,2024-10-07
C0002197,2019-09-07,60081,34700.35473454432,South,2020-09-07
C0002198,2017-08-31,80902,19316.413358966056,East,2018-08-31
C0002199,2023-08-22,18711,16474.68818967564,South,2024-08-22
